Customer ID: 00007d2de826758b65a93dd24ce629ed66842531df6699338c5570910a014cc2, Fashion News Subscription: Subscribed, Active Status: Active, Club Member Status: ACTIVE, Fashion News Frequency: Regularly, Age: 32.0 years.
Customer ID: 13deef6dcffd2c1f27e11c9fbb8b6a3cc3aee525d6dc1c7e498e57ddac124ca3, Fashion News Subscription: Not Subscribed, Active Status: Not Active, Club Member Status: ACTIVE, Fashion News Frequency: NONE, Age: 50.0 years.
Customer ID: 13dfba1cddc0c5ac93e1596a0c2bee60c58e809b2db8ded3ff234e6f36ef7520, Fashion News Subscription: Subscribed, Active Status: Active, Club Member Status: ACTIVE, Fashion News Frequency: Regularly, Age: 24.0 years.
Customer ID: 13e31ca3e1e8cee4f5e995ddcd8bc9bb3e012b42da9737954a57e8f5a2f3c602, Fashion News Subscription: Not Subscribed, Active Status: Not Active, Club Member Status: ACTIVE, Fashion News Frequency: NONE, Age: 27.0 years.
Customer ID: 13f508d45ffde2a0eecd67df883465fe27888e40a426f7ad54514ada28591f12, Fashion News Subscription: Not Subscribed, Active Status: Not Active, Club Member Status: ACTIVE, Fashion News Frequency: NONE, Age: 30.0 years.
Customer ID: 13f6f4e433e6769909cfdca3afae6bbfdec2b50d885ce9e97d8628e9108abd39, Fashion News Subscription: Not Subscribed, Active Status: Not Active, Club Member Status: ACTIVE, Fashion News Frequency: NONE, Age: 30.0 years.
Customer ID: 13fe5dd07e6e9483465ed2128fcbcbeec166214715d3848ae17c7d630891d30a, Fashion News Subscription: Not Subscribed, Active Status: Not Active, Club Member Status: ACTIVE, Fashion News Frequency: NONE, Age: 46.0 years.
Customer ID: 140206abb3bc287e0e9048ba9dfa03c24d780d4432407b2add2fd7895de310d5, Fashion News Subscription: Subscribed, Active Status: Active, Club Member Status: ACTIVE, Fashion News Frequency: Regularly, Age: 25.0 years.
Customer ID: 14089bba6c88da6e6e199328de56dc110d53bb9c95f36aa210fe3e12f419ae85, Fashion News Subscription: Subscribed, Active Status: Active, Club Member Status: ACTIVE, Fashion News Frequency: Regularly, Age: 22.0 years.
Customer ID: 140944ea549226492cb3950efe3846e348e3d1a8e95f514b0769a7832e3510a8, Fashion News Subscription: Not Subscribed, Active Status: Not Active, Club Member Status: ACTIVE, Fashion News Frequency: NONE, Age: 33.0 years.
Customer ID: 141f3db038713d41f5458ccd55404d5d29a7132fb1d85f7a101671cdda477609, Fashion News Subscription: Not Subscribed, Active Status: Not Active, Club Member Status: ACTIVE, Fashion News Frequency: NONE, Age: 54.0 years.
Customer ID: 1422025b312f8f2b29dbc440fe5ab88151e99ba0937fcd88ece0c9b8e0f111ad, Fashion News Subscription: Not Subscribed, Active Status: Not Active, Club Member Status: ACTIVE, Fashion News Frequency: NONE, Age: 25.0 years.
Customer ID: 143393e7955c6a234a402e6591b8ecf498e38759b134d9fb5c67d42a9c9535db, Fashion News Subscription: Subscribed, Active Status: Active, Club Member Status: ACTIVE, Fashion News Frequency: Regularly, Age: 27.0 years.
Customer ID: 14359bdd28a9e2d1175e792ac64f697f4806bf6a6bac5d6916a0d844a075f04d, Fashion News Subscription: Subscribed, Active Status: Active, Club Member Status: ACTIVE, Fashion News Frequency: Regularly, Age: 67.0 years.
Customer ID: 1447ef15bda8e722f0989b63b3c00044334b6acfde4602ead411033d6a20aa97, Fashion News Subscription: Not Subscribed, Active Status: Not Active, Club Member Status: ACTIVE, Fashion News Frequency: NONE, Age: 59.0 years.
Customer ID: 144c77db119f14756097a551e1c11b404395e0af1ef6494c259bdf2a1c91264e, Fashion News Subscription: Subscribed, Active Status: Active, Club Member Status: ACTIVE, Fashion News Frequency: Regularly, Age: 20.0 years.
Customer ID: 1453abb1a6a4fdb07e93b7cdda719cb6de86b11e0d43397d1867624329920c6f, Fashion News Subscription: Subscribed, Active Status: Active, Club Member Status: ACTIVE, Fashion News Frequency: Regularly, Age: 28.0 years.
Customer ID: 145568f5ec0bf17fe6fbff2df99bcb03421530786d0c268cfde148105c1976d5, Fashion News Subscription: Subscribed, Active Status: Active, Club Member Status: ACTIVE, Fashion News Frequency: Regularly, Age: 63.0 years.
Customer ID: 145c2d35a61679cd1496f43310dcf174c41c9e8668c5f8252d2722e855d746b4, Fashion News Subscription: Subscribed, Active Status: Active, Club Member Status: ACTIVE, Fashion News Frequency: Regularly, Age: 30.0 years.
Customer ID: 147138036bcda0d0ff2a5c95caff77b2418e8110407d86915506ac4f830a4bfc, Fashion News Subscription: Not Subscribed, Active Status: Not Active, Club Member Status: ACTIVE, Fashion News Frequency: NONE, Age: 29.0 years.
Customer ID: 147719bd818bcc0f1ccdd0d700e877f6523cb95b2cb47d489651a557c8750e69, Fashion News Subscription: Not Subscribed, Active Status: Not Active, Club Member Status: ACTIVE, Fashion News Frequency: NONE, Age: 34.0 years.
Customer ID: 148201f23af5c22438fd62595954cf7533773dbe5cb52b5e3f7a7503d9241c87, Fashion News Subscription: Not Subscribed, Active Status: Not Active, Club Member Status: ACTIVE, Fashion News Frequency: NONE, Age: 59.0 years.
Customer ID: 14847b480b62b943874b7d61b21827846c1f1607248c5971801da5527d9ff537, Fashion News Subscription: Subscribed, Active Status: Active, Club Member Status: ACTIVE, Fashion News Frequency: Regularly, Age: 27.0 years.
Customer ID: 148559cb793a133f34a12fc2cca04f9bb3e6a431deaf681e767212e9bcf820f4, Fashion News Subscription: Subscribed, Active Status: Active, Club Member Status: ACTIVE, Fashion News Frequency: Regularly, Age: 63.0 years.
Customer ID: 148a729e82ee485852e9f16e1968c285c2bc2244debd57b7d060945712dfc233, Fashion News Subscription: Subscribed, Active Status: Active, Club Member Status: ACTIVE, Fashion News Frequency: Regularly, Age: 26.0 years.
Customer ID: 14968892c976cb9e4e8bc92422910595edcfbde5aba805a038e8d36d5eff3cf4, Fashion News Subscription: Subscribed, Active Status: Active, Club Member Status: ACTIVE, Fashion News Frequency: Regularly, Age: 53.0 years.
Customer ID: 149f10999acbeda0aca1043960164f3e989401faf9e272abd5a84efc1be696fc, Fashion News Subscription: Not Subscribed, Active Status: Not Active, Club Member Status: ACTIVE, Fashion News Frequency: NONE, Age: 32.0 years.
Customer ID: 14a1594414c10cc4d0d4dc0054d7fad60f9ce7af6dc5ba6fb4aab8aac8214232, Fashion News Subscription: Subscribed, Active Status: Active, Club Member Status: ACTIVE, Fashion News Frequency: Regularly, Age: 21.0 years.
Customer ID: 14a7dc40cd101e274564dcf29e388cee9edc892d65010761b174ce4d050628ec, Fashion News Subscription: Subscribed, Active Status: Active, Club Member Status: ACTIVE, Fashion News Frequency: Regularly, Age: 38.0 years.
Customer ID: 14a81b700221be325d453494ddc5155a9d1ec6224ad791608d2ac1974a54b35e, Fashion News Subscription: Subscribed, Active Status: Active, Club Member Status: ACTIVE, Fashion News Frequency: Regularly, Age: 25.0 years.
Customer ID: 14aa15d118421d2b962aa88ad48528142e313da140bef6834f6337bcf0d130c4, Fashion News Subscription: Not Subscribed, Active Status: Not Active, Club Member Status: ACTIVE, Fashion News Frequency: NONE, Age: 27.0 years.
Customer ID: 14adaf1b5a01b284a14c1fdf3c826af0b96de8ff159c134c083c28afd1d9bb16, Fashion News Subscription: Not Subscribed, Active Status: Not Active, Club Member Status: ACTIVE, Fashion News Frequency: NONE, Age: 52.0 years.
Customer ID: 14b0887e88e6e676fe22f4eb3a45747536d41481fba1610233babb64c1addf26, Fashion News Subscription: Subscribed, Active Status: Active, Club Member Status: ACTIVE, Fashion News Frequency: Regularly, Age: 32.0 years.
Customer ID: 14b257930bf188cdd208a2bfe4e1f8a5f4f9284065b6557df482fdc5e7dc3e38, Fashion News Subscription: Not Subscribed, Active Status: Not Active, Club Member Status: ACTIVE, Fashion News Frequency: NONE, Age: 26.0 years.
Customer ID: 14b560cb02a917382270b99acafd0471ab12ae576c4bd7c71ec5b1988d620c99, Fashion News Subscription: Subscribed, Active Status: Active, Club Member Status: ACTIVE, Fashion News Frequency: Regularly, Age: 39.0 years.
Customer ID: 14d03fbe3c88373272cc0d7d412202fcda27a16211965a3acbb1fcc539a28406, Fashion News Subscription: Not Subscribed, Active Status: Not Active, Club Member Status: ACTIVE, Fashion News Frequency: NONE, Age: 27.0 years.
Customer ID: 14d8490df34e40326bff6e9087cc4b97f96b13bf88d9395ca34efbba34ce9ec0, Fashion News Subscription: Subscribed, Active Status: Active, Club Member Status: ACTIVE, Fashion News Frequency: Regularly, Age: 60.0 years.
Customer ID: 14db47a2fbda1a661492073741feae346a12c1b1b34a544ba8e205225175ac74, Fashion News Subscription: Subscribed, Active Status: Active, Club Member Status: ACTIVE, Fashion News Frequency: Regularly, Age: 24.0 years.
Customer ID: 14df61e88e70860dbfa0ccb9928d4958f2553d0d0a160087148008db13feb3f7, Fashion News Subscription: Subscribed, Active Status: Active, Club Member Status: ACTIVE, Fashion News Frequency: Regularly, Age: 21.0 years.
Customer ID: 14e2803083654f39e71c600c31eca57fa37be2e22f3fb499b622304723937c50, Fashion News Subscription: Subscribed, Active Status: Active, Club Member Status: ACTIVE, Fashion News Frequency: Regularly, Age: 37.0 years.
Customer ID: 14e861a5d6e002451ff51ae27cc8699faf108e2850fcf13f900f134c1532621a, Fashion News Subscription: Subscribed, Active Status: Active, Club Member Status: ACTIVE, Fashion News Frequency: Regularly, Age: 31.0 years.
Customer ID: 14e8af6b07ea1b0ae9d882091bcbb89d90b26cac589288882dc0b1ed7eff6ac7, Fashion News Subscription: Subscribed, Active Status: Active, Club Member Status: ACTIVE, Fashion News Frequency: Regularly, Age: 25.0 years.
Customer ID: 14f94aa23490798cc2b3c2955ac0fc2d59884bf484f9143edeb15840d980cf87, Fashion News Subscription: Not Subscribed, Active Status: Not Active, Club Member Status: ACTIVE, Fashion News Frequency: NONE, Age: 25.0 years.
Customer ID: 14fbb43f9e04b5dc046b993f415bef3427ca451f90acdc9d155cb3ec3186bde2, Fashion News Subscription: Not Subscribed, Active Status: Not Active, Club Member Status: ACTIVE, Fashion News Frequency: NONE, Age: 25.0 years.
Customer ID: 15028ed387845388b6a5959d5f7b2b7c4da54608cd644a25eee39c12120d1bdb, Fashion News Subscription: Not Subscribed, Active Status: Not Active, Club Member Status: ACTIVE, Fashion News Frequency: NONE, Age: 22.0 years.
Customer ID: 150386b031ac8d4275a96438f73864cf34ec3195c67fa29d8ff52ec0556e80f5, Fashion News Subscription: Subscribed, Active Status: Active, Club Member Status: ACTIVE, Fashion News Frequency: Regularly, Age: 49.0 years.
Customer ID: 150dd543ff375d8637eda2bac52ddef89a1939ded8336705de816fa092a52aa4, Fashion News Subscription: Not Subscribed, Active Status: Not Active, Club Member Status: ACTIVE, Fashion News Frequency: NONE, Age: 48.0 years.
Customer ID: 150e3d09b926dceebb85dddaf506feb6cdbad3c7c8c5e0b8ac54e55730323ea9, Fashion News Subscription: Subscribed, Active Status: Active, Club Member Status: ACTIVE, Fashion News Frequency: Regularly, Age: 26.0 years.
Customer ID: 1513522185243bf6fbc63cd640f6dc2caf3e686ea25872dfbe86dbf0219309a7, Fashion News Subscription: Not Subscribed, Active Status: Not Active, Club Member Status: ACTIVE, Fashion News Frequency: NONE, Age: 29.0 years.
Customer ID: 15135690baab7c9649a89328b00a6e088181fd6a0dada134c5894aa23f80cb3b, Fashion News Subscription: Not Subscribed, Active Status: Not Active, Club Member Status: ACTIVE, Fashion News Frequency: NONE, Age: 28.0 years.
Customer ID: 15172d00d424d70ea336392b2f727e9ff2b677367ca89e063a55314215cc37c9, Fashion News Subscription: Not Subscribed, Active Status: Not Active, Club Member Status: ACTIVE, Fashion News Frequency: NONE, Age: 57.0 years.
Customer ID: 151cb5ed89f7df535e2424162ccf8276956a4bc3fcb8fad556ae0eb60d58e0be, Fashion News Subscription: Not Subscribed, Active Status: Not Active, Club Member Status: ACTIVE, Fashion News Frequency: NONE, Age: 49.0 years.
Customer ID: 152f4840a3a9eb0a63d22dbd72ce5f09c6147facf9a639de89fc1f22f6abcd6e, Fashion News Subscription: Not Subscribed, Active Status: Not Active, Club Member Status: ACTIVE, Fashion News Frequency: NONE, Age: 30.0 years.
Customer ID: 153023364766aebe372981a70a4a7bea4aa14252cb57ec3eab4b2b117350e7b5, Fashion News Subscription: Not Subscribed, Active Status: Not Active, Club Member Status: ACTIVE, Fashion News Frequency: NONE, Age: 65.0 years.
Customer ID: 15356b4b730f601663e9100555372658b43917b4666f0122ef80dbe90a907aa9, Fashion News Subscription: Subscribed, Active Status: Active, Club Member Status: ACTIVE, Fashion News Frequency: Regularly, Age: 41.0 years.
Customer ID: 153d12a620b9efad6afe1e66669489733507e6592b14b12b35f73a643c4c0fba, Fashion News Subscription: Subscribed, Active Status: Active, Club Member Status: ACTIVE, Fashion News Frequency: Regularly, Age: 72.0 years.
Customer ID: 15411998362e6ae7271dc014f88ed042fcc69d651c5d1843da90dd184db8b803, Fashion News Subscription: Subscribed, Active Status: Active, Club Member Status: ACTIVE, Fashion News Frequency: Regularly, Age: 33.0 years.
Customer ID: 1541d159fb05bdcfad65ba8760fbc13813e0f0e996f0b70ae4c1439bd87516af, Fashion News Subscription: Not Subscribed, Active Status: Not Active, Club Member Status: ACTIVE, Fashion News Frequency: NONE, Age: 25.0 years.
Customer ID: 15449b07ceaed6e4d6f098b53d76dcf2e46428a5bd69d9d4b1bdca7841fb0db0, Fashion News Subscription: Not Subscribed, Active Status: Not Active, Club Member Status: ACTIVE, Fashion News Frequency: NONE, Age: 24.0 years.
Customer ID: 1544b669eb8129b4b47439e2d67a649fa98df3cc491951a982fd85ffec9a3345, Fashion News Subscription: Not Subscribed, Active Status: Not Active, Club Member Status: ACTIVE, Fashion News Frequency: NONE, Age: 32.0 years.
Customer ID: 1544ebf2ed44e11d5620df0eaea05e323e7218c9d6264d9d0421280b76dffba9, Fashion News Subscription: Subscribed, Active Status: Active, Club Member Status: ACTIVE, Fashion News Frequency: Regularly, Age: 66.0 years.
Customer ID: 154baadc12192d1ef28963f96b124c3a4600d712f14b2ecf29f0a2affc0f51d5, Fashion News Subscription: Not Subscribed, Active Status: Not Active, Club Member Status: ACTIVE, Fashion News Frequency: NONE, Age: 46.0 years.
Customer ID: 155f243bcd6bc0d093525c14f334fb42b4f7753910aed8a7838d7e2bde5b700d, Fashion News Subscription: Not Subscribed, Active Status: Not Active, Club Member Status: ACTIVE, Fashion News Frequency: NONE, Age: 51.0 years.
Customer ID: 1562e5ed5a1b532a4068f6fb2c54c09049f3111e863c97522bb1625084e4949c, Fashion News Subscription: Not Subscribed, Active Status: Not Active, Club Member Status: ACTIVE, Fashion News Frequency: NONE, Age: 27.0 years.
Customer ID: 1566579dcb2b0679b29664e98d91103b6cfe427af22ff51cf80de79f4811e749, Fashion News Subscription: Not Subscribed, Active Status: Not Active, Club Member Status: ACTIVE, Fashion News Frequency: NONE, Age: 50.0 years.
Customer ID: 1569184a8177c4d7af7caec549dbc7e88650d96aa8098f59af8038e3ee2add1d, Fashion News Subscription: Subscribed, Active Status: Active, Club Member Status: ACTIVE, Fashion News Frequency: Regularly, Age: 28.0 years.
Customer ID: 1574a553f568d7e3287ab2e554f1391dbd3690e09c6cdbdd2ae535e4c5389e3b, Fashion News Subscription: Subscribed, Active Status: Active, Club Member Status: ACTIVE, Fashion News Frequency: Regularly, Age: 20.0 years.
Customer ID: 157b69dc188c5117b8437450c5fb1757ce74d6bc3b460a82876c462206d75fe0, Fashion News Subscription: Subscribed, Active Status: Active, Club Member Status: ACTIVE, Fashion News Frequency: Regularly, Age: 26.0 years.
Customer ID: 157c705e9ed5a43d2b9058aa06d8bcded2ad4d579df221a63f3932e208d3fb5f, Fashion News Subscription: Subscribed, Active Status: Active, Club Member Status: ACTIVE, Fashion News Frequency: Regularly, Age: 35.0 years.
Customer ID: 1584a94fe34f82d6ce90cd0bbe9766a01a31fa79c569eb16837e4262290d6807, Fashion News Subscription: Subscribed, Active Status: Active, Club Member Status: ACTIVE, Fashion News Frequency: Regularly, Age: 22.0 years.
Customer ID: 1588243e344d87d7745d7b96ec12ec06bdce53d3597e57c3ed0a94538b905044, Fashion News Subscription: Not Subscribed, Active Status: Not Active, Club Member Status: ACTIVE, Fashion News Frequency: NONE, Age: 30.0 years.
Customer ID: 1588e5a3413911251a6c7395720720b58bc6c1f46a449859c097211b2614ad4a, Fashion News Subscription: Subscribed, Active Status: Active, Club Member Status: ACTIVE, Fashion News Frequency: Regularly, Age: 19.0 years.
Customer ID: 158c18d8e7255e4da41cfb5341b2418c208ecf76ccfc5ee8f92a3e0f898cf764, Fashion News Subscription: Not Subscribed, Active Status: Not Active, Club Member Status: ACTIVE, Fashion News Frequency: NONE, Age: 50.0 years.
Customer ID: 158fff29cfd568ff8484ca63fc778e9d32acff665fc865d9a597c61bce6dfbdd, Fashion News Subscription: Not Subscribed, Active Status: Not Active, Club Member Status: ACTIVE, Fashion News Frequency: NONE, Age: 23.0 years.
Customer ID: 15944e45df4b6134d1920184780207699a337067767574315d32b58107342d64, Fashion News Subscription: Subscribed, Active Status: Active, Club Member Status: ACTIVE, Fashion News Frequency: Regularly, Age: 26.0 years.
Customer ID: 15a4b324f233c36f1830c294eae1748d8714b9978f85dff784353191500df40f, Fashion News Subscription: Subscribed, Active Status: Active, Club Member Status: ACTIVE, Fashion News Frequency: Regularly, Age: 21.0 years.
Customer ID: 15ab2340f21ef61475bb28dd062e47fd139515e84feb678175723850e69621d8, Fashion News Subscription: Not Subscribed, Active Status: Not Active, Club Member Status: ACTIVE, Fashion News Frequency: NONE, Age: 25.0 years.
Customer ID: 15bad5dcfbdbbab83a918ddc20270c7da167008f346a63bed5c5bd5c63a56ad0, Fashion News Subscription: Subscribed, Active Status: Active, Club Member Status: ACTIVE, Fashion News Frequency: Regularly, Age: 57.0 years.
Customer ID: 15bc2b2c0df36196f537600ce7e7cb9cb3db90458549c070a6d938cf01954d2b, Fashion News Subscription: Subscribed, Active Status: Active, Club Member Status: ACTIVE, Fashion News Frequency: Regularly, Age: 23.0 years.
Customer ID: 15bff57b7dc12798b55c976257a1ecfb062610dc447a81d8c3a75994cb5a4e68, Fashion News Subscription: Not Subscribed, Active Status: Not Active, Club Member Status: ACTIVE, Fashion News Frequency: NONE, Age: 64.0 years.
Customer ID: 15c8590353603d7221f28bf2f74b22e7446f0658ab9136f3c6618598f72f7039, Fashion News Subscription: Not Subscribed, Active Status: Not Active, Club Member Status: ACTIVE, Fashion News Frequency: NONE, Age: 31.0 years.
Customer ID: 15d457bcfb1ab063fb7e4abeffbb053d7ce904fede88ef3f7719beeb3dcf035d, Fashion News Subscription: Subscribed, Active Status: Active, Club Member Status: ACTIVE, Fashion News Frequency: Regularly, Age: 22.0 years.
Customer ID: 15d6085c41c3a8e6e5761ab02067616cbaeda794a9c211a559d6a4438a66279a, Fashion News Subscription: Subscribed, Active Status: Active, Club Member Status: ACTIVE, Fashion News Frequency: Regularly, Age: 59.0 years.
Customer ID: 15d87121e44e54c3247e21850f1c91ea9a59e53785b5f8f2f3e4e28abe7c5d7c, Fashion News Subscription: Not Subscribed, Active Status: Not Active, Club Member Status: ACTIVE, Fashion News Frequency: NONE, Age: 31.0 years.
Customer ID: 15dbfcd1f9a19e76c4342f0d72eed8588b8fa3ae802659ceb4b80056abe00248, Fashion News Subscription: Not Subscribed, Active Status: Not Active, Club Member Status: ACTIVE, Fashion News Frequency: NONE, Age: 24.0 years.
Customer ID: 15df33af7f2c00423ed2ef14fc09187b842c85c51b601aa749ed9678bfc80db1, Fashion News Subscription: Not Subscribed, Active Status: Not Active, Club Member Status: ACTIVE, Fashion News Frequency: NONE, Age: 29.0 years.
Customer ID: 15e6a875fe5919a4fb76da6d989ae48f2ede24a887dc7824220ef3a4803d7e7c, Fashion News Subscription: Not Subscribed, Active Status: Not Active, Club Member Status: ACTIVE, Fashion News Frequency: NONE, Age: 48.0 years.
Customer ID: 15f532484c2db8d4a20ae937069aa70ec2fe4a033fa616081ce570a69ef80fee, Fashion News Subscription: Not Subscribed, Active Status: Not Active, Club Member Status: ACTIVE, Fashion News Frequency: NONE, Age: 31.0 years.
Customer ID: 15f8e6612331158b55733edd77cb4a4cfbbd82940cb5044a6ac28527cd162b9d, Fashion News Subscription: Not Subscribed, Active Status: Not Active, Club Member Status: ACTIVE, Fashion News Frequency: NONE, Age: 45.0 years.
Customer ID: 15fdf0c9cc2bb5ddec8151466315237e1d2eed5e611eef58f64a3519d3110c6c, Fashion News Subscription: Not Subscribed, Active Status: Not Active, Club Member Status: ACTIVE, Fashion News Frequency: NONE, Age: 49.0 years.
Customer ID: 16011950fd5578c17512532383ccd11a45f96234a2731806ce4d407756473505, Fashion News Subscription: Not Subscribed, Active Status: Not Active, Club Member Status: ACTIVE, Fashion News Frequency: NONE, Age: 39.0 years.
Customer ID: 162a65fce08e3ed189fb08be0d9cdd2ccec4469ff4751efd0cdd7cf30f7d1c77, Fashion News Subscription: Subscribed, Active Status: Active, Club Member Status: ACTIVE, Fashion News Frequency: Regularly, Age: 33.0 years.
Customer ID: 162a97032b9a4a459b763f8a44ce47853f927a9f4f85534df95f3c2d37e51c10, Fashion News Subscription: Subscribed, Active Status: Active, Club Member Status: ACTIVE, Fashion News Frequency: Regularly, Age: 67.0 years.
Customer ID: 16345c8aaaf18e9afb3c66a7999b43c65ceca0d8fa607993411d929552d8a604, Fashion News Subscription: Not Subscribed, Active Status: Not Active, Club Member Status: ACTIVE, Fashion News Frequency: NONE, Age: 27.0 years.
Customer ID: 1636b39713b1be8e980542fe1597c79a49d1a9ed16d1a663dd7f8a6cb72ae18a, Fashion News Subscription: Not Subscribed, Active Status: Not Active, Club Member Status: ACTIVE, Fashion News Frequency: NONE, Age: 46.0 years.
Customer ID: 163ed3493f0c699729c9f292b88306e156a1bdfa7adcb098b37f7d6f7eb6d1f6, Fashion News Subscription: Subscribed, Active Status: Active, Club Member Status: ACTIVE, Fashion News Frequency: Regularly, Age: 41.0 years.
Customer ID: 164251226edc068819aa5f9cbd6aaae02a2a60014f8b23d9fe894c53fe6db393, Fashion News Subscription: Not Subscribed, Active Status: Not Active, Club Member Status: ACTIVE, Fashion News Frequency: NONE, Age: 21.0 years.
Customer ID: 16462cb58a4404c38a0e1d1982a1284ec44f1c20f3eb9e25d00bda7c28e358d8, Fashion News Subscription: Subscribed, Active Status: Active, Club Member Status: ACTIVE, Fashion News Frequency: Regularly, Age: 59.0 years.
Customer ID: 16501613daf68dad9dc9bd34880b12efe4f473196b9f331f87a287e4c698b0ad, Fashion News Subscription: Subscribed, Active Status: Active, Club Member Status: ACTIVE, Fashion News Frequency: Regularly, Age: 27.0 years.
Customer ID: 1654d5913e24328579b73b899799fc436b55f71e05a886137ab6c7a2911e90f2, Fashion News Subscription: Subscribed, Active Status: Active, Club Member Status: ACTIVE, Fashion News Frequency: Regularly, Age: 33.0 years.
Customer ID: 16590a0f5d112222d9af7f327770d2d037e762b0e9f3a2fbb08005eaf6244b31, Fashion News Subscription: Subscribed, Active Status: Active, Club Member Status: ACTIVE, Fashion News Frequency: Regularly, Age: 36.0 years.
Customer ID: 1659948045b8abfa5e88524801be3adec72db61ca1060b8dc3e918df30048942, Fashion News Subscription: Subscribed, Active Status: Active, Club Member Status: ACTIVE, Fashion News Frequency: Regularly, Age: 61.0 years.
Customer ID: 165a64b3768f3af9d9edca6cd9362cdb52a458ba9ce3ad742fe0ef9dbd63bda3, Fashion News Subscription: Subscribed, Active Status: Active, Club Member Status: ACTIVE, Fashion News Frequency: Regularly, Age: 48.0 years.
Customer ID: 165f511b6faacffcab1629257dc1ee53f1c18400695e0e582187dc5697c9eed8, Fashion News Subscription: Subscribed, Active Status: Active, Club Member Status: ACTIVE, Fashion News Frequency: Regularly, Age: 23.0 years.
Customer ID: 16605cf24def0ad4025e439442a06ddce57d573bbfb9c0be9fa7739404f4cec4, Fashion News Subscription: Not Subscribed, Active Status: Not Active, Club Member Status: ACTIVE, Fashion News Frequency: NONE, Age: 23.0 years.
Customer ID: 1667691a75c0109a4b21f8437869bcd7e056f7ef5238f1d54baf76d59f80fa23, Fashion News Subscription: Not Subscribed, Active Status: Not Active, Club Member Status: ACTIVE, Fashion News Frequency: NONE, Age: 67.0 years.
Customer ID: 166d52e135951c0b1120351897d7cd60b4a7c951b933a6f29c1336f90311911e, Fashion News Subscription: Not Subscribed, Active Status: Not Active, Club Member Status: ACTIVE, Fashion News Frequency: NONE, Age: 35.0 years.
Customer ID: 167190d5b03dcc370c71dd519e9ac52dd20eed660c52cde7c38c84b99ee13188, Fashion News Subscription: Subscribed, Active Status: Active, Club Member Status: ACTIVE, Fashion News Frequency: Regularly, Age: 53.0 years.
Customer ID: 167e964b6d98fd251dd8517f84d1f0d1f67ad546ea3ea3563cdd02073cb5d5a8, Fashion News Subscription: Not Subscribed, Active Status: Not Active, Club Member Status: ACTIVE, Fashion News Frequency: NONE, Age: 61.0 years.
Customer ID: 1681e19b38d1a1dea65528f258114403102a91a49465997eea3ea5b320d154f7, Fashion News Subscription: Not Subscribed, Active Status: Not Active, Club Member Status: ACTIVE, Fashion News Frequency: NONE, Age: 33.0 years.
Customer ID: 168359c2603c6a201ca333dd5e10f9efff4c363540233e9a5af5ed33f11b9bc3, Fashion News Subscription: Not Subscribed, Active Status: Not Active, Club Member Status: ACTIVE, Fashion News Frequency: NONE, Age: 53.0 years.
Customer ID: 168b2f686f42cefc2b7f5dcf2c0f3f911bf3da042a5439909c067ffad6ed107b, Fashion News Subscription: Not Subscribed, Active Status: Not Active, Club Member Status: ACTIVE, Fashion News Frequency: NONE, Age: 54.0 years.
Customer ID: 16a6e9738b0bebbaf091a6016cb6c41dbdf521a388b156ac0a0f221dcb4cbf04, Fashion News Subscription: Not Subscribed, Active Status: Not Active, Club Member Status: ACTIVE, Fashion News Frequency: NONE, Age: 25.0 years.
Customer ID: 16b25dd51dc66f6e708ae8440b27dbc4a638d2c33cbe369c2ee7ba86464ef107, Fashion News Subscription: Subscribed, Active Status: Active, Club Member Status: ACTIVE, Fashion News Frequency: Regularly, Age: 21.0 years.
Customer ID: 16b533f99971b1cdf8edb3a81dce1d3645aa8dc3d473444d5678461a0b090bc5, Fashion News Subscription: Not Subscribed, Active Status: Not Active, Club Member Status: ACTIVE, Fashion News Frequency: NONE, Age: 57.0 years.
Customer ID: 16c9e6f189460a7ce7cafb4604ba0d9d0895f6785968c790e52e84134727fe8c, Fashion News Subscription: Not Subscribed, Active Status: Not Active, Club Member Status: ACTIVE, Fashion News Frequency: NONE, Age: 28.0 years.
Customer ID: 16cd1d2f69904d8aee43bb08a5ea03c969e694402639b983398c07ca39da0cc6, Fashion News Subscription: Not Subscribed, Active Status: Not Active, Club Member Status: ACTIVE, Fashion News Frequency: NONE, Age: 41.0 years.
Customer ID: 16cf23de2661c6493deb4f4e179f10f2be5f758623af93c0a31c75ffffc09610, Fashion News Subscription: Subscribed, Active Status: Active, Club Member Status: ACTIVE, Fashion News Frequency: Regularly, Age: 25.0 years.
Customer ID: 16cf7e8465a518beedcb5108cc713f547fe5640fbb09779337905a5ee052b5c0, Fashion News Subscription: Subscribed, Active Status: Active, Club Member Status: ACTIVE, Fashion News Frequency: Regularly, Age: 24.0 years.
Customer ID: 16d510073d43a293653b11f373942ed9a8b5c83444867fc5449b60492f92569b, Fashion News Subscription: Not Subscribed, Active Status: Not Active, Club Member Status: ACTIVE, Fashion News Frequency: NONE, Age: 24.0 years.
Customer ID: 16d5c13c736d32012214968d6745d2477142af9d1ba3667dfc46351b1d2f9c41, Fashion News Subscription: Not Subscribed, Active Status: Not Active, Club Member Status: ACTIVE, Fashion News Frequency: NONE, Age: 27.0 years.
Customer ID: 16e06ac66c54de7787ca78e34269dd1c93ffe606f116c90f0605d4b8c2d52093, Fashion News Subscription: Not Subscribed, Active Status: Not Active, Club Member Status: ACTIVE, Fashion News Frequency: NONE, Age: 53.0 years.
