article_id,product_code,prod_name,product_type_no,product_type_name,product_group_name,graphical_appearance_no,graphical_appearance_name,colour_group_code,colour_group_name,perceived_colour_value_id,perceived_colour_value_name,perceived_colour_master_id,perceived_colour_master_name,department_no,department_name,index_code,index_name,index_group_no,index_group_name,section_no,section_name,garment_group_no,garment_group_name,detail_desc
0687169001,687169,Paris trench,263,Coat,Garment Upper body,1010016,Solid,52,Pink,2,Medium Dusty,18,Red,1201,Outwear,A,Ladieswear,1,Ladieswear,19,Womens Jackets,1007,Outdoor,"Trenchcoat in woven fabric with notch lapels, a hook-and-eye fastening at the top, a loose yoke with a pleat at the back and a detachable tie belt at the waist. Tabs at the cuffs, side pockets and a single back vent. Lined."
0687173001,687173,Margarita Push Melbourne,306,Bra,Underwear,1010016,Solid,9,Black,4,Dark,5,Black,1338,Expressive Lingerie,B,Lingeries/Tights,1,Ladieswear,61,Womens Lingerie,1017,"Under-, Nightwear","Lace push-up bra with moulded, padded cups for a larger bust and fuller cleavage. Narrow, adjustable shoulder straps and a hook-and-eye fastening at the back."
0687173002,687173,Margarita Push Melbourne,306,Bra,Underwear,1010016,Solid,42,Red,7,Medium,18,Red,1338,Expressive Lingerie,B,Lingeries/Tights,1,Ladieswear,61,Womens Lingerie,1017,"Under-, Nightwear","Lace push-up bra with moulded, padded cups for a larger bust and fuller cleavage. Narrow, adjustable shoulder straps and a hook-and-eye fastening at the back."
0687173003,687173,Margarita Push Melbourne,306,Bra,Underwear,1010016,Solid,51,Light Pink,1,Dusty Light,4,Pink,1338,Expressive Lingerie,B,Lingeries/Tights,1,Ladieswear,61,Womens Lingerie,1017,"Under-, Nightwear","Lace push-up bra with moulded, padded cups for a larger bust and fuller cleavage. Narrow, adjustable shoulder straps and a hook-and-eye fastening at the back."
0687176001,687176,Margarita Mynta Thong,286,Underwear bottom,Underwear,1010016,Solid,9,Black,4,Dark,5,Black,1338,Expressive Lingerie,B,Lingeries/Tights,1,Ladieswear,61,Womens Lingerie,1017,"Under-, Nightwear","Thong briefs in lace and mesh with a low waist, lined gusset, wide sides and string back."
0687176002,687176,Margarita Mynta Thong,286,Underwear bottom,Underwear,1010016,Solid,42,Red,7,Medium,18,Red,1338,Expressive Lingerie,B,Lingeries/Tights,1,Ladieswear,61,Womens Lingerie,1017,"Under-, Nightwear","Thong briefs in lace and mesh with a low waist, lined gusset, wide sides and string back."
0687207001,687207,Milk,265,Dress,Garment Full body,1010001,All over pattern,73,Dark Blue,4,Dark,2,Blue,2033,Woven Tops,A,Ladieswear,1,Ladieswear,8,Mama,1010,Blouses,"Straight-cut dress in a viscose weave with an opening and concealed button at the back of the neck, a yoke with a pleat at the back and long sleeves with ties at the cuffs. Unlined."
0687260002,687260,Prince Charles (1),252,Sweater,Garment Upper body,1010016,Solid,9,Black,4,Dark,5,Black,1626,Knitwear,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1003,Knitwear,"Off-the-shoulder jumper in a soft fine knit made partly from recycled polyester. Wide ribbing at the top, long, wide raglan sleeves and a straight hem."
0687260003,687260,Prince Charles (1),252,Sweater,Garment Upper body,1010010,Melange,73,Dark Blue,2,Medium Dusty,2,Blue,1626,Knitwear,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1003,Knitwear,"Off-the-shoulder jumper in a soft fine knit made partly from recycled polyester. Wide ribbing at the top, long, wide raglan sleeves and a straight hem."
0687270001,687270,Valencia Jumper,252,Sweater,Garment Upper body,1010016,Solid,9,Black,4,Dark,5,Black,5963,Tops Knitwear DS,D,Divided,2,Divided,58,Divided Selected,1003,Knitwear,Fitted top in a soft rib knit with a V-neck front and back and long sleeves.
0687304002,687304,W FRANKIE BLOUSE,258,Blouse,Garment Upper body,1010006,Dot,73,Dark Blue,4,Dark,2,Blue,3030,Equatorial Assortment,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1001,Unknown,A-line blouse in woven fabric with an opening at the back with ties at the back of the neck and long trumpet sleeves.
0687315001,687315,Blake shirt,259,Shirt,Garment Upper body,1010016,Solid,71,Light Blue,1,Dusty Light,2,Blue,6565,Baby Boy Woven,G,Baby Sizes 50-98,4,Baby/Children,41,Baby Boy,1006,Woven/Jersey/Knitted mix Baby,"Shirt in a cotton weave with a button-down collar, buttons down the front, long sleeves with buttoned cuffs, and a rounded hem."
0687325001,687325,Gabriel hobo,66,Bag,Accessories,1010016,Solid,9,Black,4,Dark,5,Black,3209,Bags,C,Ladies Accessories,1,Ladieswear,65,Womens Big accessories,1019,Accessories,"Hobo bag in imitation leather with a detachable adjustable shoulder strap, zip at the top and two inner compartments, one with a zip. Lined. Size approx. 13x27x41 cm."
0687331005,687331,Aquarius hood,308,Hoodie,Garment Upper body,1010016,Solid,10,White,3,Light,9,White,1640,Tops Fancy Jersey,D,Divided,2,Divided,53,Divided Collection,1005,Jersey Fancy,"Oversized top in soft sweatshirt fabric with a jersey-lined hood with a ribbed edge and drawstring at the front. Low dropped shoulders, long, wide sleeves, a kangaroo pocket, and ribbing at the cuffs and hem. Soft brushed inside."
0687331006,687331,Aquarius hood,308,Hoodie,Garment Upper body,1010016,Solid,73,Dark Blue,4,Dark,2,Blue,1640,Tops Fancy Jersey,D,Divided,2,Divided,53,Divided Collection,1005,Jersey Fancy,"Oversized top in soft sweatshirt fabric with a jersey-lined hood with a ribbed edge and drawstring at the front. Low dropped shoulders, long, wide sleeves, a kangaroo pocket, and ribbing at the cuffs and hem. Soft brushed inside."
0687335002,687335,Nice LS,252,Sweater,Garment Upper body,1010016,Solid,9,Black,4,Dark,5,Black,1647,Tops Knitwear,D,Divided,2,Divided,53,Divided Collection,1003,Knitwear,Jumper in a soft rib knit with a small stand-up collar and cut-out section at the front. Long sleeves with wrapover sections on the shoulders.
0687338001,687338,WAFFLE CTN BASIC STRIPE,254,Top,Garment Upper body,1010017,Stripe,73,Dark Blue,4,Dark,2,Blue,5883,Jersey Basic,F,Menswear,3,Menswear,26,Men Underwear,1002,Jersey Basic,Top in waffled jersey with long sleeves and ribbed cuffs.
0687347001,687347,Class Ziggy hoop,508,Earrings,Accessories,1010016,Solid,3,Silver,3,Light,15,Metal,4344,Jewellery,C,Ladies Accessories,1,Ladieswear,66,Womens Small accessories,1019,Accessories,Metal hoop earrings with sparkly stones. Diameter 4 cm.
0687350001,687350,Class Ruben necklace RT,77,Necklace,Accessories,1010016,Solid,3,Silver,3,Light,15,Metal,4344,Jewellery,C,Ladies Accessories,1,Ladieswear,66,Womens Small accessories,1019,Accessories,Thin metal necklace with a pendant in the shape of a ring with sparkly stones. Adjustable length 41-47 cm.
0687364001,687364,Paris blouse,258,Blouse,Garment Upper body,1010016,Solid,10,White,3,Light,9,White,1515,Blouse,A,Ladieswear,1,Ladieswear,11,Womens Tailoring,1010,Blouses,"Blouse in a crêpe weave with lace embroidery on the front and a yoke with a pleat at the back. Collar, buttons down the front, long sleeves with buttoned cuffs, and a rounded hem. Slightly longer at the back."
0687365001,687365,Kaizen sweater,252,Sweater,Garment Upper body,1010014,Placement print,73,Dark Blue,4,Dark,2,Blue,1640,Tops Fancy Jersey,D,Divided,2,Divided,53,Divided Collection,1005,Jersey Fancy,"Block-coloured top in sweatshirt fabric with a text print on the front, a stand-up collar, zip at the top and ribbing at the cuffs and hem. Soft brushed inside."
0687371002,687371,Hale,252,Sweater,Garment Upper body,1010026,Other structure,11,Off White,3,Light,9,White,1616,Knitwear,A,Ladieswear,1,Ladieswear,11,Womens Tailoring,1003,Knitwear,"Long-sleeved jumper in a soft, inside-out, rib-knit viscose blend with ribbing around the neckline, cuffs and hem."
0687407001,687407,AZELIA plus iphone case,78,Other accessories,Accessories,1010016,Solid,31,Light Orange,1,Dusty Light,3,Orange,3948,Other Accessories,D,Divided,2,Divided,52,Divided Accessories,1019,Accessories,Hard smartphone case. Fits iPhone 6//7/8 plus.
0687424002,687424,Ocean,265,Dress,Garment Full body,1010016,Solid,93,Dark Green,4,Dark,19,Green,1322,Dress,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1013,Dresses Ladies,"Calf-length dress in a viscose weave with a collar, concealed buttons down the front, long sleeves with wide, buttoned cuffs and a detachable belt with metal D-rings. Unlined."
0687424005,687424,Ocean,265,Dress,Garment Full body,1010001,All over pattern,9,Black,4,Dark,5,Black,1322,Dress,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1013,Dresses Ladies,"Calf-length dress in a viscose weave with a collar, concealed buttons down the front, long sleeves with wide, buttoned cuffs and a detachable belt with metal D-rings. Unlined."
0687426002,687426,POLO PIQE,255,T-shirt,Garment Upper body,1010016,Solid,51,Light Pink,3,Light,4,Pink,1660,Jersey,A,Ladieswear,1,Ladieswear,6,Womens Casual,1005,Jersey Fancy,"Polo shirt in organic cotton piqué with a ribbed collar and button placket. Short sleeves with ribbed trims, and slits in the sides. Slightly longer at the back."
0687427001,687427,Brisbane off shoulder,252,Sweater,Garment Upper body,1010016,Solid,9,Black,4,Dark,5,Black,1647,Tops Knitwear,D,Divided,2,Divided,53,Divided Collection,1003,Knitwear,"Short, fitted, off-the-shoulder jumper in a soft, rib-knit viscose blend with wide foldover ribbing and long sleeves."
0687478001,687478,Speed Conny Necklace,77,Necklace,Accessories,1010016,Solid,5,Gold,5,Bright,15,Metal,4345,Jewellery Extended,C,Ladies Accessories,1,Ladieswear,66,Womens Small accessories,1019,Accessories,"Short metal necklaces, two with pendants. Adjustable length 46-54 cm."
0687524001,687524,Siri Basic Cardigan,245,Cardigan,Garment Upper body,1010016,Solid,9,Black,4,Dark,5,Black,1647,Tops Knitwear,D,Divided,2,Divided,53,Divided Collection,1003,Knitwear,"Cardigan in a soft knit with dropped shoulders, long sleeves, front pockets and no buttons."
0687524002,687524,Siri Cardigan,245,Cardigan,Garment Upper body,1010016,Solid,43,Dark Red,4,Dark,18,Red,1647,Tops Knitwear,D,Divided,2,Divided,53,Divided Collection,1003,Knitwear,"Cardigan in a soft knit with dropped shoulders, long sleeves, front pockets and no buttons."
0687524003,687524,Siri Cardigan,245,Cardigan,Garment Upper body,1010010,Melange,51,Light Pink,1,Dusty Light,4,Pink,1647,Tops Knitwear,D,Divided,2,Divided,53,Divided Collection,1003,Knitwear,"Cardigan in a soft knit with dropped shoulders, long sleeves, front pockets and no buttons."
0687524004,687524,Siri Cardigan,245,Cardigan,Garment Upper body,1010010,Melange,22,Yellow,7,Medium,8,Yellow,1647,Tops Knitwear,D,Divided,2,Divided,53,Divided Collection,1003,Knitwear,"Cardigan in a soft knit with dropped shoulders, long sleeves, front pockets and no buttons."
0687525001,687525,A-band rev sequins bow,74,Hair/alice band,Accessories,1010016,Solid,51,Light Pink,1,Dusty Light,4,Pink,4313,Girls Small Acc/Bags,J,"Children Accessories, Swimwear",4,Baby/Children,43,"Kids Accessories, Swimwear & D",1019,Accessories,
0687529001,687529,Nelson l/s sweater,255,T-shirt,Garment Upper body,1010001,All over pattern,73,Dark Blue,4,Dark,2,Blue,8748,Young Boy Jersey Fancy,I,Children Sizes 134-170,4,Baby/Children,47,Young Boy,1005,Jersey Fancy,"Top in lightweight, printed sweatshirt fabric with dropped shoulders, long sleeves, ribbing around the neckline, cuffs and hem and short slits in the sides. Slightly longer at the back."
0687529003,687529,Nelson l/s sweater,255,T-shirt,Garment Upper body,1010008,Front print,9,Black,4,Dark,5,Black,8748,Young Boy Jersey Fancy,I,Children Sizes 134-170,4,Baby/Children,47,Young Boy,1005,Jersey Fancy,"Top in lightweight, printed sweatshirt fabric with dropped shoulders, long sleeves, ribbing around the neckline, cuffs and hem and short slits in the sides. Slightly longer at the back."
0687535001,687535,Missy Wide,272,Trousers,Garment Lower body,1010016,Solid,9,Black,4,Dark,5,Black,1717,Trouser,A,Ladieswear,1,Ladieswear,11,Womens Tailoring,1009,Trousers,"Trousers in woven fabric with a high waist with a detachable belt and a concealed zip in one side. Side pockets and straight, wide legs with creases."
0687539002,687539,Post lace dress,265,Dress,Garment Full body,1010021,Lace,9,Black,4,Dark,5,Black,1666,Jersey,A,Ladieswear,1,Ladieswear,11,Womens Tailoring,1005,Jersey Fancy,"Knee-length dress in lace with a small stand-up collar and concealed zip at the back. Seam at the waist, cap sleeves with scalloped edges and a scalloped hem. Lined."
0687571005,687571,Twisty dress,265,Dress,Garment Full body,1010016,Solid,53,Dark Pink,2,Medium Dusty,4,Pink,5961,Dresses DS,D,Divided,2,Divided,58,Divided Selected,1013,Dresses Ladies,"Short, fitted dress in soft viscose jersey with a decorative knot detail at the front and long sleeves."
0687584001,687584,Abby jumpsuit,267,Jumpsuit/Playsuit,Garment Full body,1010016,Solid,9,Black,4,Dark,5,Black,1344,Dresses,D,Divided,2,Divided,53,Divided Collection,1013,Dresses Ladies,Long-sleeved playsuit in jersey crêpe with decorative buttons at the front and a sewn-in wrapover front that conceals the short legs.
0687601001,687601,PRICE CREW,252,Sweater,Garment Upper body,1010008,Front print,6,Light Grey,1,Dusty Light,12,Grey,1660,Jersey,A,Ladieswear,1,Ladieswear,6,Womens Casual,1005,Jersey Fancy,"Top in soft sweatshirt fabric with dropped shoulders, long sleeves and ribbing around the neckline, cuffs and hem. Soft brushed inside."
0687601002,687601,PRICE CREW,252,Sweater,Garment Upper body,1010008,Front print,10,White,1,Dusty Light,9,White,1660,Jersey,A,Ladieswear,1,Ladieswear,6,Womens Casual,1005,Jersey Fancy,"Top in soft sweatshirt fabric with dropped shoulders, long sleeves and ribbing around the neckline, cuffs and hem. Soft brushed inside."
0687601003,687601,PRICE CREW,252,Sweater,Garment Upper body,1010008,Front print,8,Dark Grey,4,Dark,-1,Unknown,1660,Jersey,A,Ladieswear,1,Ladieswear,6,Womens Casual,1005,Jersey Fancy,"Top in soft sweatshirt fabric with dropped shoulders, long sleeves and ribbing around the neckline, cuffs and hem. Soft brushed inside."
0687602003,687602,SUZY TWISTED STRAP TOP,253,Vest top,Garment Upper body,1010017,Stripe,73,Dark Blue,4,Dark,2,Blue,1660,Jersey,A,Ladieswear,1,Ladieswear,6,Womens Casual,1005,Jersey Fancy,Sleeveless V-neck top in soft jersey with twisted shoulder straps and decorative gathers at the front.
0687629001,687629,Cash jumpsuit,272,Trousers,Garment Lower body,1010001,All over pattern,9,Black,4,Dark,5,Black,1722,Trouser,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1009,Trousers,"Jumpsuit in a viscose weave with a collar, concealed button placket, flap chest pockets and short, wide sleeves with sewn-in turn-ups. Elasticated seam and a detachable tie belt at the waist, side pockets and wide, ankle-length legs."
0687635002,687635,Sigge Shorts,274,Shorts,Garment Lower body,1010010,Melange,7,Grey,2,Medium Dusty,12,Grey,5832,Light Basic Jersey,F,Menswear,3,Menswear,26,Men Underwear,1002,Jersey Basic,"Shorts in sweatshirt fabric made from a cotton blend with an elasticated, drawstring waist, side pockets, an open back pocket and raw, roll-edge hems."
0687635005,687635,Sigge Shorts,274,Shorts,Garment Lower body,1010016,Solid,19,Greenish Khaki,4,Dark,20,Khaki green,5832,Light Basic Jersey,F,Menswear,3,Menswear,26,Men Underwear,1002,Jersey Basic,"Shorts in sweatshirt fabric made from a cotton blend with an elasticated, drawstring waist, side pockets, an open back pocket and raw, roll-edge hems."
0687704001,687704,Embrace S.Skinny Ankle H.W,272,Trousers,Garment Lower body,1010023,Denim,9,Black,4,Dark,5,Black,1772,Denim Trousers,D,Divided,2,Divided,57,Ladies Denim,1016,Trousers Denim,"5-pocket, ankle-length jeans in washed, stretch denim with a high waist, zip fly and button and super-skinny legs. Embrace – denim with a smart stretch function that moulds to the body for a comfortable, flattering silhouette."
0687704012,687704,Embrace S.Skinny Ankle H.W,272,Trousers,Garment Lower body,1010023,Denim,9,Black,4,Dark,5,Black,1772,Denim Trousers,D,Divided,2,Divided,57,Ladies Denim,1016,Trousers Denim,"5-pocket, ankle-length jeans in washed, stretch denim with a high waist, zip fly and button and super-skinny legs. Embrace – denim with a smart stretch function that moulds to the body for a comfortable, flattering silhouette."
0687704028,687704,Embrace S.Skinny Ankle H.W,272,Trousers,Garment Lower body,1010023,Denim,73,Dark Blue,4,Dark,2,Blue,1772,Denim Trousers,D,Divided,2,Divided,57,Ladies Denim,1016,Trousers Denim,"5-pocket, ankle-length jeans in washed, stretch denim with a high waist, zip fly and button and super-skinny legs. Embrace – denim with a smart stretch function that moulds to the body for a comfortable, flattering silhouette."
0687717001,687717,Wera water bottle,156,Waterbottle,Accessories,1010014,Placement print,51,Light Pink,3,Light,4,Pink,3948,Other Accessories,D,Divided,2,Divided,52,Divided Accessories,1019,Accessories,"Plastic water bottle with a shimmering metallic print. Non-drip lid, straw and handle at the top. Capacity 600 ml."
0687720001,687720,Linda Denim TRS,272,Trousers,Garment Lower body,1010002,Application/3D,9,Black,4,Dark,5,Black,1747,Trousers,D,Divided,2,Divided,53,Divided Collection,1009,Trousers,"Twill trousers with a high waist, zip fly and button, back pockets and slim legs with stripes down the sides."
0687720002,687720,Linda Denim TRS,272,Trousers,Garment Lower body,1010002,Application/3D,73,Dark Blue,4,Dark,2,Blue,1747,Trousers,D,Divided,2,Divided,53,Divided Collection,1009,Trousers,"Twill trousers with a high waist, zip fly and button, back pockets and slim legs with stripes down the sides."
0687722001,687722,Eva Jogger,272,Trousers,Garment Lower body,1010004,Check,42,Red,7,Medium,18,Red,1747,Trousers,D,Divided,2,Divided,53,Divided Collection,1009,Trousers,
0687725002,687725,Shiloh lace top,254,Top,Garment Upper body,1010021,Lace,10,White,3,Light,9,White,1666,Jersey,A,Ladieswear,1,Ladieswear,11,Womens Tailoring,1005,Jersey Fancy,"Short-sleeved top in jersey crêpe with lace sections, a V-neck and straight-cut hem."
0687725003,687725,Shiloh lace top,254,Top,Garment Upper body,1010021,Lace,9,Black,4,Dark,5,Black,1666,Jersey,A,Ladieswear,1,Ladieswear,11,Womens Tailoring,1005,Jersey Fancy,"Short-sleeved top in jersey crêpe with lace sections, a V-neck and straight-cut hem."
0687753001,687753,DIV Nicky long tank top,253,Vest top,Garment Upper body,1010016,Solid,9,Black,4,Dark,5,Black,5959,Divided+ inactive from s.1,A,Ladieswear,1,Ladieswear,2,H&M+,1001,Unknown,"Long, fitted jersey top with narrow adjustable shoulder straps."
0687753002,687753,DIV Nicky long tank top,253,Vest top,Garment Upper body,1010016,Solid,10,White,3,Light,9,White,5959,Divided+ inactive from s.1,A,Ladieswear,1,Ladieswear,2,H&M+,1001,Unknown,"Long, fitted jersey top with narrow adjustable shoulder straps."
0687921001,687921,Frisco crew,255,T-shirt,Garment Upper body,1010010,Melange,9,Black,4,Dark,5,Black,1660,Jersey,A,Ladieswear,1,Ladieswear,6,Womens Casual,1005,Jersey Fancy,"Long-sleeved top in jersey made from an organic cotton blend with a round neckline, dropped shoulders and ribbing at the cuffs and hem."
0687934002,687934,Sister off shoulder,252,Sweater,Garment Upper body,1010016,Solid,52,Pink,2,Medium Dusty,4,Pink,1640,Tops Fancy Jersey,D,Divided,2,Divided,53,Divided Collection,1005,Jersey Fancy,"Off-the-shoulder top in sweatshirt fabric with long, wide sleeves and ribbing around the top, cuffs and hem. Soft brushed inside."
0687965001,687965,FORZE tights,273,Leggings/Tights,Garment Lower body,1010014,Placement print,9,Black,4,Dark,5,Black,8310,Ladies Sport Bottoms,S,Sport,26,Sport,5,Ladies H&M Sport,1005,Jersey Fancy,"Running tights in fast-drying functional fabric with an extra-firm, tight fit that focuses on the thighs. The tights create pressure on the legs that is highest at the hems and is gradually reduced towards the top to aid circulation. The special design and high elastane content help the tights to retain their effect and properties over a long period. Elasticated waist with a concealed drawstring, mesh key pocket in the waistband and reflective details."
0688018002,688018,Coraline SET,270,Garment Set,Garment Full body,1010014,Placement print,7,Grey,1,Dusty Light,12,Grey,7616,Kids Girl Jersey Fancy,H,Children Sizes 92-140,4,Baby/Children,76,Kids Girl,1005,Jersey Fancy,"Set with a long-sleeved top and pair of leggings in jersey made from a cotton blend. Top in lightweight, printed sweatshirt fabric with long raglan sleeves, slits in the sides and ribbing at the cuffs and hem. Leggings with an elasticated waist."
0688018003,688018,Coraline SET,270,Garment Set,Garment Full body,1010014,Placement print,11,Off White,1,Dusty Light,9,White,7616,Kids Girl Jersey Fancy,H,Children Sizes 92-140,4,Baby/Children,76,Kids Girl,1005,Jersey Fancy,"Set with a long-sleeved top and pair of leggings in jersey made from a cotton blend. Top in lightweight, printed sweatshirt fabric with long raglan sleeves, slits in the sides and ribbing at the cuffs and hem. Leggings with an elasticated waist."
0688037001,688037,Bella Push Ctn 2p,306,Bra,Underwear,1010016,Solid,51,Light Pink,1,Dusty Light,4,Pink,1334,Casual Lingerie,B,Lingeries/Tights,1,Ladieswear,61,Womens Lingerie,1017,"Under-, Nightwear",
0688037004,688037,Bella Push Ctn 2p,306,Bra,Underwear,1010016,Solid,73,Dark Blue,4,Dark,2,Blue,1334,Casual Lingerie,B,Lingeries/Tights,1,Ladieswear,61,Womens Lingerie,1017,"Under-, Nightwear",
0688055008,688055,Mitsy 3p Ct Brazilian,286,Underwear bottom,Underwear,1010016,Solid,9,Black,4,Dark,5,Black,1334,Casual Lingerie,B,Lingeries/Tights,1,Ladieswear,61,Womens Lingerie,1017,"Under-, Nightwear","Brazilian briefs in jersey made from a cotton blend with lace trims, a low waist, lined gusset and high cut at the back."
0688062001,688062,Sixten sweater,252,Sweater,Garment Upper body,1010008,Front print,73,Dark Blue,4,Dark,2,Blue,7050,Promotion / Other / Offer,G,Baby Sizes 50-98,4,Baby/Children,44,Baby Essentials & Complements,1023,Special Offers,"H&M SUPPORTS WWF. Top in lightweight organic cotton sweatshirt fabric with press-studs at the back of the neck, long raglan sleeves and ribbing around the neckline, cuffs and hem."
0688105002,688105,Skirt Mini Bea,275,Skirt,Garment Lower body,1010023,Denim,9,Black,4,Dark,5,Black,1773,Denim Other Garments,D,Divided,2,Divided,57,Ladies Denim,1016,Trousers Denim,"Short skirt in washed cotton denim with a high waist, zip fly and button, front and back pockets and a raw-edge hem."
0688105003,688105,Skirt Mini Bea,275,Skirt,Garment Lower body,1010023,Denim,73,Dark Blue,2,Medium Dusty,2,Blue,1773,Denim Other Garments,D,Divided,2,Divided,57,Ladies Denim,1016,Trousers Denim,"Short skirt in washed cotton denim with a high waist, zip fly and button, front and back pockets and a raw-edge hem."
0688105004,688105,Skirt Mini Bea,275,Skirt,Garment Lower body,1010023,Denim,72,Blue,1,Dusty Light,2,Blue,1773,Denim Other Garments,D,Divided,2,Divided,57,Ladies Denim,1016,Trousers Denim,"Short skirt in washed cotton denim with a high waist, zip fly and button, front and back pockets and a raw-edge hem."
0688209004,688209,TVP Nils,252,Sweater,Garment Upper body,1010017,Stripe,71,Light Blue,3,Light,2,Blue,6546,Baby Boy Knitwear,G,Baby Sizes 50-98,4,Baby/Children,41,Baby Boy,1003,Knitwear,"Jumper in soft, fine-knit cotton with long raglan sleeves, buttons at the top and ribbing around the neckline, cuffs and hem."
0688213001,688213,Sprout sweater,252,Sweater,Garment Upper body,1010010,Melange,7,Grey,1,Dusty Light,12,Grey,6546,Baby Boy Knitwear,G,Baby Sizes 50-98,4,Baby/Children,41,Baby Boy,1003,Knitwear,"Long-sleeved jumper in fine-knit cotton with a jacquard-knit motif, buttons on one shoulder and ribbing around the neckline, cuffs and hem."
0688223001,688223,PE CLAUDIA CORD TROUSER,272,Trousers,Garment Lower body,1010016,Solid,73,Dark Blue,4,Dark,2,Blue,3080,Take Care External,A,Ladieswear,1,Ladieswear,97,Collaborations,1001,Unknown,"Wide, high-waisted, 5-pocket trousers in wide wale corduroy with a zip fly and button and gently flared legs."
0688262001,688262,V-NECK SS SLIM 5 PK,255,T-shirt,Garment Upper body,1010016,Solid,10,White,3,Light,9,White,5868,Basics,F,Menswear,3,Menswear,26,Men Underwear,1002,Jersey Basic,V-neck T-shirts in cotton jersey. Slim fit.
0688262002,688262,V-NECK SS SLIM 5 PK,255,T-shirt,Garment Upper body,1010016,Solid,9,Black,4,Dark,5,Black,5868,Basics,F,Menswear,3,Menswear,26,Men Underwear,1002,Jersey Basic,V-neck T-shirts in cotton jersey. Slim fit.
0688323001,688323,Trevor Windbreaker,308,Hoodie,Garment Upper body,1010005,Colour blocking,12,Light Beige,1,Dusty Light,11,Beige,5252,Jacket Casual,F,Menswear,3,Menswear,31,Mens Outerwear,1007,Outdoor,"Nylon windbreaker with a mesh-lined drawstring hood, zip down the front, zipped chest pocket, side pockets and an inner pocket. Long sleeves with elasticated cuffs and an elastic drawstring at the hem. Mesh lining."
0688341001,688341,Billie high 2-pack,255,T-shirt,Garment Upper body,1010016,Solid,9,Black,4,Dark,5,Black,1676,Jersey Basic,A,Ladieswear,1,Ladieswear,16,Womens Everyday Basics,1002,Jersey Basic,"Fitted, short-sleeved tops in soft cotton jersey."
0688432001,688432,Long leggings 2-pack,273,Leggings/Tights,Garment Lower body,1010016,Solid,9,Black,4,Dark,5,Black,1676,Jersey Basic,A,Ladieswear,1,Ladieswear,16,Womens Everyday Basics,1002,Jersey Basic,Jersey leggings with an elasticated waist.
0688448002,688448,PE CHRISSY SILK SHIRT,259,Shirt,Garment Upper body,1010016,Solid,93,Dark Green,2,Medium Dusty,19,Green,3080,Take Care External,A,Ladieswear,1,Ladieswear,97,Collaborations,1001,Unknown,"Shirt in softly draping matt silk with a collar and buttons down the front. Yoke with a pleat at the back, wide, buttoned cuffs and a rounded hem. Longer at the back."
0688463001,688463,Straptop 2-pack,253,Vest top,Garment Upper body,1010016,Solid,9,Black,4,Dark,5,Black,1676,Jersey Basic,A,Ladieswear,1,Ladieswear,16,Womens Everyday Basics,1002,Jersey Basic,Tops in cotton jersey with narrow shoulder straps.
0688463003,688463,Straptop 2-pack,253,Vest top,Garment Upper body,1010016,Solid,9,Black,4,Dark,5,Black,1676,Jersey Basic,A,Ladieswear,1,Ladieswear,16,Womens Everyday Basics,1002,Jersey Basic,Tops in cotton jersey with narrow shoulder straps.
0688470001,688470,PE PARIS BRA,306,Bra,Underwear,1010016,Solid,9,Black,4,Dark,5,Black,3080,Take Care External,A,Ladieswear,1,Ladieswear,97,Collaborations,1001,Unknown,"Soft, non-wired bra in a silk blend with lined cups and narrow, adjustable shoulder straps. Narrow elastication at the hem and a hook-and-eye fastening at the back."
0688498001,688498,Rosemary tank,258,Blouse,Garment Upper body,1010007,Embroidery,10,White,3,Light,9,White,1545,Projects Woven Tops,D,Divided,2,Divided,50,Divided Projects,1010,Blouses,"Short top in a cotton weave with broderie anglaise. Lacing and a flounced trim at the top and hem, wide shoulder straps and a concealed zip in one side. Lined."
0688508001,688508,sheffield dress,265,Dress,Garment Full body,1010016,Solid,82,Turquoise,1,Dusty Light,7,Turquoise,1343,Projects Dresses,D,Divided,2,Divided,50,Divided Projects,1013,Dresses Ladies,"Short dress in an airy weave with pin-tucks at the top and an opening with a button at the back of the neck. Seam at the waist, bell-shaped skirt, and lace details at the cuffs and hem. Jersey inner dress."
0688508002,688508,sheffield dress,265,Dress,Garment Full body,1010016,Solid,52,Pink,2,Medium Dusty,4,Pink,1343,Projects Dresses,D,Divided,2,Divided,50,Divided Projects,1013,Dresses Ladies,"Short dress in an airy weave with pin-tucks at the top and an opening with a button at the back of the neck. Seam at the waist, bell-shaped skirt, and lace details at the cuffs and hem. Jersey inner dress."
0688537004,688537,Simple as that Cheeky Tanga,59,Swimwear bottom,Swimwear,1010026,Other structure,9,Black,4,Dark,5,Black,4242,Swimwear,B,Lingeries/Tights,1,Ladieswear,60,"Womens Swimwear, beachwear",1018,Swimwear,Fully lined bikini bottoms with a mid waist and cutaway coverage at the back.
